Actual,Message,Predicted
None,b'@XiomaraB nothing really proprietary about snap. And the platform doesn&#39;t allow for high interaction like $FB',None
None,b'Facebook F8 Day 1: Crushing Snapchat# New VR Community# More Serious With Productivity http://finance.yahoo.com/r/0efecf1b-6431-300b-b19e-451b39007d36/facebook-f8-day-1-crushing-snapchat-new-vr-community-more-serious-with-productivity?utm_source=yahoo&amp;utm_medium=partner&amp;utm_campaign=yahootix&amp;partner=yahootix&amp;yptr=yahoo&amp;.tsrc=rss $fb $snap $msft $crm $twtr',Bearish
Bullish,b'$SNAP why are bears so confident in the $FB copy machine. It&#39;s not sustainable. Innovation on the other hand ?',Bullish
Bullish,b'$FB i will definitely buy more if it dros below $142.',None
None,b'$FB new widows and orphans name# still only 21X forward P/E',None
Bullish,b'$FB power hour is coming. i wanted $143 today!',None
None,b'$FB very resilient as it challenges 03/29/17 ATH close of 142.65',Bearish
None,b'$FB Facebook to Deliver Internet via Drones http://finance.yahoo.com/news/facebook-deliver-internet-via-drones-183449213.html via https://finzine.com',None
None,b'$FB look what woodman just sent me.',None
None,b'$FB watch the 142.10 level seems to be afternoon low today good luck all',Bullish
None,b'$FB she&#39;s holding strong here despite market taking a crap on itself',Bullish
None,b'$FB vested $92#000.00 into FB and walked away! Today my banana is flipping getting larger. Stop posting crap here',None
Bullish,b'$FB EV/EBITDA of 27.4 is actually near historical lows despite rapid increase in price https://stockrow.com/share/c0af6b5916638d1697d67701c4e885f7',Bullish
None,b'Update on this wk&#39;s 8Iron condors: 8/8 prfct wins for members. $SPX $RUT $SPY $QQQ $IWM $AAPL $GOOGL &amp; $FB',None
None,b'$AAPL Why falling while $FB $TSLA Up big ???',None
None,b'Can value investors own Facebook? $FB https://www.zacks.com/stock/news/256926/can-value-investors-own-facebook',None
None,b'Facebook&#39;s F8 Developer Conference Day 1: Major Highlights http://bit.ly/190417FB4 $FB $AMZN $GOOG $MSFT',None
None,b'looks like $FB  lagging $AAPL but similar ichimoku# watch for kijusen tenkansen cross/ in my opinion',Bearish
Bearish,b'$FB Zuckerberg is gonna crush you knaves. $SNAP',None
None,b'$FB Do you think safe to start buying FB? Like to buy and hold long.',None
None,b'$SPY The people buying Tech. at the top are gonna be sorry! $XLK $AMZN $GOOGL $NFLX $FB',None
None,b'$FB https://www.recode.net/2017/4/19/15353688/facebook-drone-helicopter-wireless-internet-disaster',Bearish
None,b'$FB Wells Fargo reiterates Overweight rating https://stocknews.com/news/fb-wells-fargo-reiterates-overweight-rating/',None
None,b'Recent $FB technical alerts: Bollinger Band Squeeze plus 2 more alerts... https://swingtradebot.com/equities/FB',None
None,b'#FB stock: Next Stop $175? #Facebook Inc has new catalysts. @vikramnagarkar $FB https://tinyurl.com/kf28fro',None
Bullish,b'$FB Zuckerberg is an unimaginative two-faced creep job who stabs people in the back and steals their work# allegedly. Seems like an opp.',Bearish
None,b'$FB market getting dragged by factors not really pertinent to Facebook. Btfd',None
Bearish,b'$FB added to the short avg. 140.15',None
None,b'$SPY $BAC $JPM $GS $MS $AAPL $FB $AMZN I thought Beige book comments were overall positive. This is silly...',Bullish
Bearish,b'$SPY $AAPL $AMZN $GOOGL $FB technicals are getting realllll nasty.',None
None,b'$SPY $FB $AAPL but the fuggin dip',None
None,b'$AAPL While $GOOG &amp; $FB are going high# what the hell is going with Apple?',None
None,b'$FB Facebook is taking a second crack at designing 360-degree cameras http://www.cnbc.com/id/104412959?__source=yahoo%7Cfinance%7Cheadline%7Cheadline%7Cstory&amp;par=yahoo&amp;doc=104412959&amp;yptr=yahoo via https://finzine.com',None
None,b'$MRK to partner with tiny $MRLA @ .24. Detects skin cancer via any smart device. $FB Zuckerberg on it too. See News.',None
Bullish,b'$FB Mark Zuckerberg confirms Facebook is working on mind-reading technology http://www.telegraph.co.uk/technology/2017/04/19/mark-zuckerberg-confirms-facebook-working-mind-reading-technology/',None
None,b'Video is a big part of Facebook&#39;s money-making future. But do the drawbacks of video outweigh the positives? http://chc.li/2on9RB7 $FB',Bearish
None,b'$TWTR Hey at least $fb and $snap are only up 1% today.  @jaxk for president of ?? in 2020!!!!',None
Bearish,b'$FB Company makes me want to gag... so much BS.',None
None,b'Facebook conference day 2: Still all about the camera https://seekingalpha.com/news/3257976?source=ansh $FB# $SNAP #stockmarket',None
None,b'$FB Facebook Developing Mind Reading Technology https://www.thestreet.com/story/14093286/1/facebook-developing-mind-reading-technology.html?puc=yahoo&amp;cm_ven=YAHOO&amp;yptr=yahoo via https://finzine.com',None
None,b'$TWTR no run up to earnings???? Why is every call of mine wrong?',Bearish
Bearish,b'@GoodNewsBull @Spintrader35 I own $BBRY $SNAP $TWTR for how long# likely not too much longer. May keep and buy more when they tank.',None
Bearish,b'@Jrahe42 that is the problem# $vrx might bounce but more than likely it will fall to an unimaginable low. $bbry and $twtr will keep dropping',Bearish
None,b'$TWTR Cowen &amp; Company reiterates Underperform rating# $12 PT https://stocknews.com/news/twtr-cowen-company-reiterates-underperform-rating-12-pt/',Bearish
None,b'VIDEO: $CMG $VRX $TWTR $GPRO Technical Analysis Chart 4/24/2017 https://chartguys.com/tickers/bearwatch #markets #NASDAQ #NYSE #technicalanalysis #daytrader',None
None,b'Twitter&#39;s underperform rating reiterated at Cowen and Company. $12.00 PT. http://www.marketbeat.com/r/807197 $TWTR',Bearish
None,b'$TWTR http://www.msn.com/en-us/money/realestate/twitter-employee-making-dollar160000-in-san-francisco-says-hes-scraping-by/ar-BBAgLrS?li=BBnb7Kz&amp;ocid=iehp',None
None,b'$CMG $BIIB $CAT $ILMN $IRBT $AMZN $GOOGL $TWTR $AMGN $BIDU and more# this week earning reports. http://www.precisiontrade365.com/stock-and-macro-calendar/',None
None,b'$TWTR longs should hope for a down day tomorrow just so the blow is a little easier Wednesday morning. Looking for a LNKD type event',Bullish
None,b'$TWTR What a turd on a big day!',None
Bullish,b'$TWTR green',None
None,b'$TWTR is ER in the morning on Wednesday and not tomorrow After Hours ?',None
None,b'$TWTR god forbid Twtr breaks 15s on ER day. This board will be loaded with pumpers. It will feel like Twtr just passed FBs market cap ?',Bearish
None,b'$TWTR they always do. Some will stay and twist the truth as to why Twtr lost again# like blame MMs# trump ....',Bearish
None,b'$TWTR jack is mysterious going into ER. I wonder if he means 100% up or 100% red or just $100 BO.',None
None,b'$TWTR huge gains after hours . Run up due to ER',Bullish
None,b'$TWTR This administration has put a whole new spin on the phrase &quot;Twitter War&quot;.',None
None,b'$TWTR $TWTR jan &#39;16 to Dec &#39;16 chart w/ ER&#39;s- PPS similar to now. Fuggly...',None
None,b'Interesting day tomorrow on $TWTR. We&#39;ll see who&#39;s tired of getting F&#39;d over on ER&#39;s and chickens out.',None
None,b'All time HIGH $XLK :) $NFLX $FB $TWTR $AAPL $TSLA $GOOG $AMZN $SNAP $FB $TWTR Todays Live Trades https://youtu.be/pmlYw5Em1aI',None
None,b'$TWTR Earnings poll- Bearish bets hit like.  GL!',None
None,b'$TWTR Earnings poll- Bullish bets hit like',None
None,b'$twtr Do not listen to the BS.  Remember one thing 300M users.  Let the shorts take it down another leg they are going to get crunched.',None
None,b'86% of $TWTR users who voted on a recent poll would not reelect the company&#39;s Executive Chairman to a new term. See: https://twitter.com/Syncubate/status/856622055550312449',None
None,b'$TWTR',None
None,b'Published $TWTR estimate on Estimize: ... http://www.estimize.com/twtr/fq1-2017/users/billb1210?utm_medium=share&amp;utm_source=stocktwits',None
None,b'$FB market capitalization compared to $TWTR https://stockrow.com/share/80dc10a9cf5fde2c405f295f3790cc52',None
Bearish,b'Who remembers when everyone thought Periscope would save $TWTR? Lol# what a joke. Not even Jack uses it.',None
None,b'$TWTR same thing as last time. All of these loud bulls will disappear shortly after earnings',Bearish
None,b'$TWTR institutional net flows into TWTR are way up as of recent# doesn&#39;t seem like speculation to me if PMs are overweight',None
Bearish,b'$TWTR',None
None,b'Short/Sell $TWTR# Buy $NVDA | $INTC $AMD: https://aff.whotrades.com/t/b/nz57pex5/',None
None,b'$TWTR short squeeze coming - IMO',None
None,b'$TWTR let&#39;s see what is going to happen tomorrow. Some weak hands may be out given its poor performance after ER. I&#39;m not going to sell',Bearish
Bearish,b'$TWTR earnings is gonna make this go down',None
None,b'Snapchat: What You Should And Shouldn&#39;t Believe https://seekingalpha.com/article/4064688?source=ansh $SNAP# $FB# $GOOGL# $TWTR# $GOOG',None
None,b'$TWTR I&#39;ll have the margin call# over leveraged# with a side of kicked nuts and a bloody earnings to drink!',None
None,b'$TWTR high open interest range is 14.50 to 16.00 for option expiration 04/28/2017. http://bit.ly/2od6Irs',None
None,b'$TWTR lol the Twitter BULLS(HIT)S in here... look at $FB... that&#39;s the real deal',None
None,b'What&#39;s in Store for Twitter (TWTR) This Earnings Season?\n http://bit.ly/240417TWTR3 $TWTR $FB',None
Bullish,b'$TWTR Twitter is ready for a bullish earnings',None
Bullish,b'$TWTR Weak shorts covered on open &amp; close# $14 range is STRONG SUPPORT',None
None,b'Snapchat: What You Should And Shouldn&#39;t Believe https://seekingalpha.com/article/4064688?source=ansh $SNAP# $FB# $GOOGL# $TWTR# $GOOG',None
Bullish,b'After $GOOG reports earnings $AAPL $FB $CMG $TWTR $TSLA is next in line. It&#39;s going to be an exciting few weeks.',Bullish
Bullish,b'$TWTR - IMO - anyone that wanted to sell has done so already. I&#39;m not shaking# I&#39;m not worried. This is a valuable unique property. Very',Bullish
None,b'5-star analyst Mark Mahaney from RBC Capital reiterated a Sell on $TWTR.  https://www.tipranks.com/analysts/mark-mahaney',None
None,b'$TWTR $NVDA',None
None,b'$AMZN $TWTR Expect Big Earnings Climb from Amazon# Volatility from Twitter https://www.smarteranalyst.com/2017/04/24/expect-big-earnings-climb-amazon-com-inc-amzn-volatility-twitter-inc-twtr/',Bearish
Bearish,b'$TWTR jackassdorsey doesn&#39;t give a s*** about longs. He&#39;s sitting down retweeting memes on his macbook while you lose your hard earned money',Bearish
None,b'What to Watch For When Twitter Reports Earnings on Wednesday http://bit.ly/240417TWTR2 $TWTR $SNAP $FB',None
None,b'$TWTR',None
Bullish,b'$TWTR short has one more day to cover.  The soon the better',Bullish
None,b'$TWTR What a fizzle afternoon... flat.  AH will drop some# open tomorrow at $14.61',None
None,b'$TWTR is the ugly social media girl at the party... the question is how drunk the market is',Bearish
Bearish,b'$twtr dumping into the close -watch',None
None,b'$TWTR Well it is limited to $0... Short-seller upside risk# on the other hand# is actually limitless.',None
None,b'These 3 IPOs. Unreal drop since going public. $GPRO# $FIT# $TWTR',None
None,b'$TWTR anyone that tells you that the downside risk is limited is not your friend lmao',None
None,b'$TWTR 14 Puts SELLING Activity expiring on 12th May# Vol 2000',None
None,b'$TWTR watching the periscope jack just finished and he looks so lost. Really needs to go',Bearish
Bearish,b'$twtr the number of abalustrade downgrading and targeting sub 10 on rise',Bearish
None,b'$TWTR Downgrades under 10 will be paraded after the dismal ER...JackAss Dorsey doesn&#39;t care',Bearish
Bearish,b'$twtr the monotone voice of our part time CEO who wears a nosering and has to be told to shower...will use words like cadence ##excuses',None
None,b'Sell-Side Expectations For Amazon# Twitter And Other Internet Earnings This Week https://benzinga.com/z/9336634 $AMZN $GOOG $TWTR $TREE $GRUB $FDN',None
Bearish,b'$TWTR is this POS still around it needs to dry up and blow away',None
None,b'Short Twitter# Long Calls on Nvidia http://bit.ly/240417TWTR1 $TWTR $NVDA',None
None,b'Instagram Bug Preventing Temporary Account Deactivation $TWTR http://dlvr.it/Nz8Jff',Bearish
Bearish,b'$TWTR weekly top wic with turn-around tues coming tmrw',None
None,b'$AIRG $TWTR   I&#39;m not concerning myself on stocks like these that might go up because of the rising tide. Choose good stocks.  Example: $WIX',Bullish
Bearish,b'$TWTR losing battle against $fb',Bearish
None,b'What to expect from #Twitter&#39;s Q1 Earnings Release. #TWTR @vikramnagarkar $TWTR https://amigobulls.com/articles/2017-04-24-should-you-buy-twitter-inc-twtr-stock-ahead-of-q1-earnings',None
None,b'$TWTR and you are underperforming $TWTR ... that has got to be humiliating',Bearish
None,b'Cantor Fitzgerald is Expecting Muted Q1&#39;17 Results From $TWTR  #Twitter - https://goo.gl/xhYYsp',None
None,b'$TWTR underperforming entire market besides Vix lmao',Bearish
Bullish,b'$TWTR hope 14.89 EOD :D',None
Bullish,b'$TWTR if it drops# acquisition rumors will start again. This is the bottom.',None
Bearish,b'$twtr sell rating issued by stifel with 10 target',None
None,b'$TWTR If there are still bulls on here# you know it will go down again. Just like every other ER',None
Bullish,b'$TWTR ? the bears over the past two weeks...',None
None,b'$TWTR thoughts on earnings this week# bad results already priced in?',Bearish
None,b'$TWTR #Twitter: Low Bar Can Be Beat in Q1 -https://goo.gl/IAgAZx',None
Bearish,b'@ChengizKhan $TWTR is going to report their first YOY decline in revenue and you think the stock will pop 30%? Delusional much?',Bearish
None,b'$TWTR Trading Session Minute By Minute VWAPs For 24-Apr-2017 https://marketchameleon.com/Overview/TWTR/VwapTable/',None
Bullish,b'$TWTR oh man expectations are ZERO. If they have even semi good results# stock will jump 30%',Bullish
Bullish,b'$cytr went crazy since friday\n$myos solid movement\n$twtr watching',None
None,b'$TWTR damn why cant the market be up a couple thousand points today. Twtr might break 15s.  Hard with such a slow day',Bearish
None,b'Twitter&#39;s underperform rating reiterated at Royal Bank of Canada. $12.00 PT. http://www.marketbeat.com/r/807071 $TWTR',Bearish
None,b'$TWTR So tell us# how will you be spending your &quot;big&quot; winnings?  45 shares as 5 cents is like# $2.25?  King Size snickers bar?',None
Bearish,b'$twtr Dorsey to become a 3rd CEO of a cannabis company? True?',None
Bullish,b'$TWTR deal on??????',None
None,b'$TWTR Saudi Prince with help of its Central Bank #2 Shareholder of Twitter. So Saudi Central Bank may be buying more Twitter $SPY',None
None,b'$TWTR geez up .07 cents and we talk of a rip and it&#39;s trending',None
Bullish,b'$TWTR tomorrow this will shoot to $15. It&#39;s a no brainer with this price action. The rest depends on ER.',None
None,b'$TWTR Stifel Nicolaus reiterates Sell rating# $10 PT https://stocknews.com/news/twtr-stifel-nicolaus-reiterates-sell-rating-10-pt/',None
Bearish,b'$twtr recieves a very rare Sell rating with 10 price target',None
None,b'$TWTR ? bears are acting like up 5 cents is not a big deal.  They threw a party when the stock was down only 2 cents an hour ago ?',None
None,b'Twitter&#39;s sell rating reiterated at Stifel Nicolaus. $10.00 PT. http://www.marketbeat.com/r/807055 $TWTR',None
None,b'Many one product companies $CMG $GOOG $FB $TSLA $NVDA Few multi product cos $MSFT $AMZN $F $GM Possible 1 product $AAPL Zero product $TWTR',None
Bearish,b'$TWTR even on a Green Day this POS is red. Weak stock',Bearish
Bearish,b'$TWTR still garbage',None
Bullish,b'$TWTR Do you see the intraday dip on the daily? Look at the sharp upward movement. Someone was waiting# watching and buying!',None
Bullish,b'$TWTR I don&#39;t see any posts about what estimates# predictions and actual hard numbers. Any thoughts?',None
None,b'$TWTR right',None
None,b'$TWTR #NailedIt',None
None,b'$TWTR  why does Twitter trend for no reason',None
None,b'$TWTR whenfigure out revenue? Coulda told em 2 yrs ago to charge annual w/addons.  Hope something is up their sleeve# or time for ft CEO.',None
None,b'Ford Follows Walgreen To The Corner And GoPro Goes Subliminal With Anderson Cooper http://bit.ly/branding-ford $TWTR $F $GPRO',None
None,b'$TWTR Trending but $SNAP isn&#39;t',None
None,b'$TWTR No worries# $fb $wb $snap are all up by only 1% or more as well.  ?',Bearish
Bullish,b'$TWTR does anyone have an estimate of the Trump affect has been? Love him or hate him don&#39;t we all want to know what he thinks?',None
None,b'5 Earnings Short-Squeeze Plays: Twitter# Sarepta Therapeutics Included $TWTR http://dlvr.it/Nz5PcN',None
